,Combat Tasks,,File -> Make a Copy to Edit, Showing:  0/2470, Completed:  0/2470,,,"Last Updated: Feb 24, 2025",
FALSE,FALSE,Corrupted Hunllef,Egniol Diet II,Kill the Corrupted Hunllef without making an egniol potion within the Corrupted Gauntlet.,Restriction,6,https://oldschool.runescape.wiki/w/Egniol%20Diet%20II,,0
FALSE,FALSE,Corrupted Hunllef,Corrupted Gauntlet Grandmaster,Complete the Corrupted Gauntlet 50 times.,Kill Count,6,https://oldschool.runescape.wiki/w/Corrupted%20Gauntlet%20Grandmaster,,0
FALSE,FALSE,Corrupted Hunllef,Wolf Puncher II,Kill the Corrupted Hunllef without making more than one attuned weapon.,Restriction,6,https://oldschool.runescape.wiki/w/Wolf%20Puncher%20II,,0
FALSE,FALSE,Crazy Archaeologist,I'd Rather Not Learn,"Kill the Crazy Archaeologist without anyone being hit by his ""Rain of Knowledge"" attack.",Perfection,2,https://oldschool.runescape.wiki/w/I%27d%20Rather%20Not%20Learn,,0
FALSE,FALSE,Crazy Archaeologist,Crazy Archaeologist Champion,Kill the Crazy Archaeologist 10 times.,Kill Count,2,https://oldschool.runescape.wiki/w/Crazy%20Archaeologist%20Champion,,0
FALSE,FALSE,Crazy Archaeologist,Mage of the Ruins,Kill the Crazy Archaeologist with only magical attacks.,Mechanical,2,https://oldschool.runescape.wiki/w/Mage%20of%20the%20Ruins,,0
FALSE,FALSE,Crazy Archaeologist,Crazy Archaeologist Adept,Kill the Crazy Archaeologist 25 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Crazy%20Archaeologist%20Adept,,0
FALSE,FALSE,Crystalline Hunllef,Gauntlet Veteran,Complete the Gauntlet 5 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Gauntlet%20Veteran,,0
FALSE,FALSE,Crystalline Hunllef,Wolf Puncher,Kill the Crystalline Hunllef without making more than one attuned weapon.,Restriction,4,https://oldschool.runescape.wiki/w/Wolf%20Puncher,,0
FALSE,FALSE,Crystalline Hunllef,"3, 2, 1 - Range",Kill the Crystalline Hunllef without taking damage off prayer.,Perfection,4,https://oldschool.runescape.wiki/w/3%2C%202%2C%201%20-%20Range,,0
FALSE,FALSE,Crystalline Hunllef,Crystalline Warrior,Kill the Crystalline Hunllef with a full set of perfected armour equipped.,Restriction,4,https://oldschool.runescape.wiki/w/Crystalline%20Warrior,,0
FALSE,FALSE,Crystalline Hunllef,Egniol Diet,Kill the Crystalline Hunllef without making an egniol potion within the Gauntlet.,Restriction,4,https://oldschool.runescape.wiki/w/Egniol%20Diet,,0
FALSE,FALSE,Crystalline Hunllef,Perfect Crystalline Hunllef,"Kill the Crystalline Hunllef without taking damage from: Tornadoes, Damaging Floor or Stomp Attacks. Also, do not take damage off prayer and do not attack the Crystalline Hunllef with the wrong weapon.",Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Crystalline%20Hunllef,,0
FALSE,FALSE,Crystalline Hunllef,Gauntlet Speed-Chaser,Complete the Gauntlet in less than 5 minutes.,Speed,5,https://oldschool.runescape.wiki/w/Gauntlet%20Speed-Chaser,,0
FALSE,FALSE,Crystalline Hunllef,Gauntlet Master,Complete the Gauntlet 20 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Gauntlet%20Master,,0
FALSE,FALSE,Crystalline Hunllef,Defence Doesn't Matter,Kill the Crystalline Hunllef without making any armour within the Gauntlet.,Restriction,5,https://oldschool.runescape.wiki/w/Defence%20Doesn%27t%20Matter,,0
FALSE,FALSE,Crystalline Hunllef,Gauntlet Speed-Runner,Complete the Gauntlet in less than 4 minutes.,Speed,6,https://oldschool.runescape.wiki/w/Gauntlet%20Speed-Runner,,0
FALSE,FALSE,Dagannoth Prime,Dagannoth Prime Champion,Kill Dagannoth Prime 10 times.,Kill Count,2,https://oldschool.runescape.wiki/w/Dagannoth%20Prime%20Champion,,0
FALSE,FALSE,Dagannoth Prime,Dagannoth Prime Adept,Kill Dagannoth Prime 25 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Dagannoth%20Prime%20Adept,,0
FALSE,FALSE,Dagannoth Prime,From One King to Another,"Kill Prime using a Rune Thrownaxe special attack, bounced off Dagannoth Rex.",Mechanical,4,https://oldschool.runescape.wiki/w/From%20One%20King%20to%20Another,,0
FALSE,FALSE,Dagannoth Prime,Death to the Seer King,Kill Dagannoth Prime whilst under attack by Dagannoth Supreme and Dagannoth Rex.,Mechanical,4,https://oldschool.runescape.wiki/w/Death%20to%20the%20Seer%20King,,0
FALSE,FALSE,Dagannoth Rex,Dagannoth Rex Champion,Kill Dagannoth Rex 10 times.,Kill Count,2,https://oldschool.runescape.wiki/w/Dagannoth%20Rex%20Champion,,0
FALSE,FALSE,Dagannoth Rex,A Frozen King,Kill Dagannoth Rex whilst he is immobilized.,Mechanical,2,https://oldschool.runescape.wiki/w/A%20Frozen%20King,,0
FALSE,FALSE,Dagannoth Rex,Dagannoth Rex Adept,Kill Dagannoth Rex 25 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Dagannoth%20Rex%20Adept,,0
FALSE,FALSE,Dagannoth Rex,Toppling the Diarchy,Kill Dagannoth Rex and one other Dagannoth king at the exact same time.,Mechanical,4,https://oldschool.runescape.wiki/w/Toppling%20the%20Diarchy,,0
FALSE,FALSE,Dagannoth Rex,Death to the Warrior King,Kill Dagannoth Rex whilst under attack by Dagannoth Supreme and Dagannoth Prime.,Mechanical,4,https://oldschool.runescape.wiki/w/Death%20to%20the%20Warrior%20King,,0
FALSE,FALSE,Dagannoth Supreme,Dagannoth Supreme Champion,Kill Dagannoth Supreme 10 times.,Kill Count,2,https://oldschool.runescape.wiki/w/Dagannoth%20Supreme%20Champion,,0
FALSE,FALSE,Dagannoth Supreme,Dagannoth Supreme Adept,Kill Dagannoth Supreme 25 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Dagannoth%20Supreme%20Adept,,0
FALSE,FALSE,Dagannoth Supreme,Rapid Succession,Kill all three Dagannoth Kings within 9 seconds of the first one.,Mechanical,4,https://oldschool.runescape.wiki/w/Rapid%20Succession,,0
FALSE,FALSE,Dagannoth Supreme,Death to the Archer King,Kill Dagannoth Supreme whilst under attack by Dagannoth Prime and Dagannoth Rex.,Mechanical,4,https://oldschool.runescape.wiki/w/Death%20to%20the%20Archer%20King,,0
FALSE,FALSE,Demonic Gorilla,If Gorillas Could Fly,Kill a Demonic Gorilla.,Kill Count,4,https://oldschool.runescape.wiki/w/If%20Gorillas%20Could%20Fly,,0
FALSE,FALSE,Demonic Gorilla,Hitting Them Where It Hurts,Finish off a Demonic Gorilla with a demonbane weapon.,Restriction,4,https://oldschool.runescape.wiki/w/Hitting%20Them%20Where%20It%20Hurts,,0
FALSE,FALSE,Deranged Archaeologist,Deranged Archaeologist Novice,Kill the Deranged Archaeologist 10 times.,Kill Count,1,https://oldschool.runescape.wiki/w/Deranged%20Archaeologist%20Novice,,0
FALSE,FALSE,Deranged Archaeologist,I'd Rather Be Illiterate,"Kill the Deranged Archaeologist without anyone being hit by his ""Learn to Read"" attack.",Perfection,2,https://oldschool.runescape.wiki/w/I%27d%20Rather%20Be%20Illiterate,,0
FALSE,FALSE,Deranged Archaeologist,Mage of the Swamp,Kill the Deranged Archaeologist with only magical attacks.,Mechanical,2,https://oldschool.runescape.wiki/w/Mage%20of%20the%20Swamp,,0
FALSE,FALSE,Deranged Archaeologist,Deranged Archaeologist Champion,Kill the Deranged Archaeologist 25 times.,Kill Count,2,https://oldschool.runescape.wiki/w/Deranged%20Archaeologist%20Champion,,0
FALSE,FALSE,Duke Sucellus,Duke Sucellus Speed-Trialist,Kill Duke Sucellus in less than 1:45 minutes without a slayer task.,Speed,4,https://oldschool.runescape.wiki/w/Duke%20Sucellus%20Speed-Trialist,,0
FALSE,FALSE,Duke Sucellus,Duke Sucellus Adept,Kill Duke Sucellus once.,Kill Count,4,https://oldschool.runescape.wiki/w/Duke%20Sucellus%20Adept,,0
FALSE,FALSE,Duke Sucellus,Cold Feet,"Kill Duke Sucellus without taking any avoidable damage, whilst also never running.",Restriction,5,https://oldschool.runescape.wiki/w/Cold%20Feet,,0
FALSE,FALSE,Duke Sucellus,Duke Sucellus Speed-Chaser,Kill Duke Sucellus in less than 1:30 minutes without a slayer task.,Speed,5,https://oldschool.runescape.wiki/w/Duke%20Sucellus%20Speed-Chaser,,0
FALSE,FALSE,Duke Sucellus,Perfect Duke Sucellus,Kill Duke Sucellus without taking any avoidable damage 5 times without leaving.,Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Duke%20Sucellus,,0
FALSE,FALSE,Duke Sucellus,Duke Sucellus Master,Kill Duke Sucellus 50 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Duke%20Sucellus%20Master,,0
FALSE,FALSE,Duke Sucellus,Duke Sucellus Sleeper,Kill Awakened Duke Sucellus.,Kill Count,6,https://oldschool.runescape.wiki/w/Duke%20Sucellus%20Sleeper,,0
FALSE,FALSE,Duke Sucellus,Duke Sucellus Speed-Runner,Kill Duke Sucellus in less than 1:20 minutes without a slayer task.,Speed,6,https://oldschool.runescape.wiki/w/Duke%20Sucellus%20Speed-Runner,,0
FALSE,FALSE,Duke Sucellus,Mirror Image,Kill Duke Sucellus whilst only attacking the boss on the same tick Duke attacks you.,Restriction,6,https://oldschool.runescape.wiki/w/Mirror%20Image,,0
FALSE,FALSE,Fire Giant,The Walking Volcano,Kill a Fire Giant.,Kill Count,1,https://oldschool.runescape.wiki/w/The%20Walking%20Volcano,,0
FALSE,FALSE,Fortis Colosseum,I was here first!,Kill a Jaguar Warrior using a Claw-type weapon special attack.,Mechanical,4,https://oldschool.runescape.wiki/w/I%20was%20here%20first%21,,0
FALSE,FALSE,Fortis Colosseum,Denied,Complete Wave 7 without the Minotaur ever healing other enemies.,Mechanical,4,https://oldschool.runescape.wiki/w/Denied,,0
FALSE,FALSE,Fortis Colosseum,Furball,Complete Wave 4 without taking avoidable damage from a Manticore.,Perfection,4,https://oldschool.runescape.wiki/w/Furball,,0
FALSE,FALSE,Fortis Colosseum,One-off,"Complete Wave 11 with either 'Red Flag', 'Dynamic Duo', or 'Doom II' active.",Mechanical,5,https://oldschool.runescape.wiki/w/One-off,,0
FALSE,FALSE,Fortis Colosseum,Showboating,"Defeat Sol Heredit after using Fortis Salute to the north, east, south and west of the arena while he is below 10% hitpoints.",Mechanical,5,https://oldschool.runescape.wiki/w/Showboating,,0
FALSE,FALSE,Fortis Colosseum,I Brought Mine Too,Defeat Sol Heredit using only Zamorakian hasta or spear.,Restriction,5,https://oldschool.runescape.wiki/w/I%20Brought%20Mine%20Too,,0
FALSE,FALSE,Fortis Colosseum,Sportsmanship,Defeat Sol Heredit once.,Kill Count,5,https://oldschool.runescape.wiki/w/Sportsmanship,,0
FALSE,FALSE,Fortis Colosseum,Colosseum Speed-Chaser,Complete the Colosseum with a total time of 28:00 or less.,Speed,5,https://oldschool.runescape.wiki/w/Colosseum%20Speed-Chaser,,0
FALSE,FALSE,Fortis Colosseum,Colosseum Speed-Runner,Complete the Colosseum with a total time of 24:00 or less.,Speed,6,https://oldschool.runescape.wiki/w/Colosseum%20Speed-Runner,,0
FALSE,FALSE,Fortis Colosseum,Slow Dancing in the Sand,Defeat Sol Heredit without running during the fight with him.,Restriction,6,https://oldschool.runescape.wiki/w/Slow%20Dancing%20in%20the%20Sand,,0
FALSE,FALSE,Fortis Colosseum,Reinforcements,"Defeat Sol Heredit with ""Bees II"", ""Quartet"" and ""Solarflare II"" modifiers active.",Mechanical,6,https://oldschool.runescape.wiki/w/Reinforcements,,0
FALSE,FALSE,Fortis Colosseum,Perfect Footwork,"Defeat Sol Heredit without taking any damage from his Spear, Shield, Grapple or Triple Attack.",Perfection,6,https://oldschool.runescape.wiki/w/Perfect%20Footwork,,0
FALSE,FALSE,Fortis Colosseum,Colosseum Grand Champion,Defeat Sol Heredit 10 times.,Kill Count,6,https://oldschool.runescape.wiki/w/Colosseum%20Grand%20Champion,,0
FALSE,FALSE,Fragment of Seren,Fragment of Seren Speed-Trialist,Kill The Fragment of Seren in less than 4 minutes.,Speed,4,https://oldschool.runescape.wiki/w/Fragment%20of%20Seren%20Speed-Trialist,,0
FALSE,FALSE,Galvek,Galvek Speed-Trialist,Kill Galvek in less than 3 minutes.,Speed,4,https://oldschool.runescape.wiki/w/Galvek%20Speed-Trialist,,0
FALSE,FALSE,Gargoyle,A Smashing Time,Kill a Gargoyle.,Kill Count,2,https://oldschool.runescape.wiki/w/A%20Smashing%20Time,,0
FALSE,FALSE,General Graardor,General Graardor Adept,Kill General Graardor 50 times.,Kill Count,3,https://oldschool.runescape.wiki/w/General%20Graardor%20Adept,,0
FALSE,FALSE,General Graardor,General Showdown,Finish off General Graardor whilst all of his bodyguards are dead.,Mechanical,3,https://oldschool.runescape.wiki/w/General%20Showdown,,0
FALSE,FALSE,General Graardor,Ourg Freezer,Kill General Graardor whilst he is immobilized.,Mechanical,3,https://oldschool.runescape.wiki/w/Ourg%20Freezer,,0
FALSE,FALSE,General Graardor,Ourg Freezer II,Kill General Graardor without him attacking any players.,Mechanical,4,https://oldschool.runescape.wiki/w/Ourg%20Freezer%20II,,0
FALSE,FALSE,General Graardor,General Graardor Veteran,Kill General Graardor 100 times.,Kill Count,4,https://oldschool.runescape.wiki/w/General%20Graardor%20Veteran,,0
FALSE,FALSE,General Graardor,Ourg Killer,Kill General Graardor 15 times in a private instance without leaving the room.,Stamina,6,https://oldschool.runescape.wiki/w/Ourg%20Killer,,0
FALSE,FALSE,General Graardor,Defence Matters,Kill General Graardor 2 times consecutively in a private instance without taking any damage from his bodyguards.,Perfection,6,https://oldschool.runescape.wiki/w/Defence%20Matters,,0
FALSE,FALSE,General Graardor,Keep Away,Kill General Graardor in a private instance without taking any damage from the boss or bodyguards.,Perfection,6,https://oldschool.runescape.wiki/w/Keep%20Away,,0
FALSE,FALSE,Giant Mole,Giant Mole Novice,Kill the Giant Mole 10 times.,Kill Count,1,https://oldschool.runescape.wiki/w/Giant%20Mole%20Novice,,0
FALSE,FALSE,Giant Mole,Giant Mole Champion,Kill the Giant mole 25 times.,Kill Count,2,https://oldschool.runescape.wiki/w/Giant%20Mole%20Champion,,0
FALSE,FALSE,Giant Mole,Avoiding Those Little Arms,Kill the Giant Mole without her damaging anyone.,Perfection,2,https://oldschool.runescape.wiki/w/Avoiding%20Those%20Little%20Arms,,0
FALSE,FALSE,Giant Mole,Why Are You Running?,Kill the Giant Mole without her burrowing more than 2 times.,Mechanical,3,https://oldschool.runescape.wiki/w/Why%20Are%20You%20Running%3F,,0
FALSE,FALSE,Giant Mole,Whack-a-Mole,Kill the Giant Mole within 10 seconds of her resurfacing.,Mechanical,3,https://oldschool.runescape.wiki/w/Whack-a-Mole,,0
FALSE,FALSE,Giant Mole,Hard Hitter,Kill the Giant Mole with 4 or fewer instances of damage.,Mechanical,4,https://oldschool.runescape.wiki/w/Hard%20Hitter,,0
FALSE,FALSE,Glough,Glough Speed-Trialist,Kill Glough in less than 2 minutes and 30 seconds.,Speed,4,https://oldschool.runescape.wiki/w/Glough%20Speed-Trialist,,0
FALSE,FALSE,Greater Demon,A Greater Foe,Kill a Greater Demon.,Kill Count,1,https://oldschool.runescape.wiki/w/A%20Greater%20Foe,,0
FALSE,FALSE,Greater Demon,Not So Great After All,Finish off a Greater Demon with a demonbane weapon.,Restriction,1,https://oldschool.runescape.wiki/w/Not%20So%20Great%20After%20All,,0
FALSE,FALSE,Grotesque Guardians,Static Awareness,Kill the Grotesque Guardians without being hit by any lightning attacks.,Mechanical,3,https://oldschool.runescape.wiki/w/Static%20Awareness,,0
FALSE,FALSE,Grotesque Guardians,Prison Break,Kill the Grotesque Guardians without taking damage from Dusk's prison attack.,Mechanical,3,https://oldschool.runescape.wiki/w/Prison%20Break,,0
FALSE,FALSE,Grotesque Guardians,Don't Look at the Eclipse,Kill the Grotesque Guardians without taking damage from Dusk's blinding attack.,Mechanical,3,https://oldschool.runescape.wiki/w/Don%27t%20Look%20at%20the%20Eclipse,,0
FALSE,FALSE,Grotesque Guardians,Granite Footwork,Kill the Grotesque Guardians without taking damage from Dawn's rockfall attack.,Mechanical,3,https://oldschool.runescape.wiki/w/Granite%20Footwork,,0
FALSE,FALSE,Grotesque Guardians,Heal No More,Kill the Grotesque Guardians without letting Dawn receive any healing from her orbs.,Mechanical,3,https://oldschool.runescape.wiki/w/Heal%20No%20More,,0
FALSE,FALSE,Grotesque Guardians,Grotesque Guardians Adept,Kill the Grotesque Guardians 25 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Grotesque%20Guardians%20Adept,,0
FALSE,FALSE,Grotesque Guardians,Grotesque Guardians Veteran,Kill the Grotesque Guardians 50 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Grotesque%20Guardians%20Veteran,,0
FALSE,FALSE,Grotesque Guardians,From Dusk...,Kill the Grotesque Guardians 10 times without leaving the instance.,Stamina,4,https://oldschool.runescape.wiki/w/From%20Dusk...,,0
FALSE,FALSE,Grotesque Guardians,Grotesque Guardians Speed-Trialist,Kill the Grotesque Guardians in less than 2 minutes.,Speed,4,https://oldschool.runescape.wiki/w/Grotesque%20Guardians%20Speed-Trialist,,0
FALSE,FALSE,Grotesque Guardians,Done before Dusk,Kill the Grotesque Guardians before Dusk uses his prison attack for a second time.,Mechanical,4,https://oldschool.runescape.wiki/w/Done%20before%20Dusk,,0
FALSE,FALSE,Grotesque Guardians,Perfect Grotesque Guardians,"Kill the Grotesque Guardians whilst completing the ""Don't look at the eclipse"", ""Prison Break"", ""Granite Footwork"", ""Heal no more"", ""Static Awareness"" and ""Done before dusk"" tasks.",Perfection,4,https://oldschool.runescape.wiki/w/Perfect%20Grotesque%20Guardians,,0
FALSE,FALSE,Grotesque Guardians,Perfect Grotesque Guardians II,"Kill the Grotesque Guardians 5 times in a row without leaving the instance, whilst completing the Perfect Grotesque Guardians task every time.",Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Grotesque%20Guardians%20II,,0
FALSE,FALSE,Grotesque Guardians,Grotesque Guardians Speed-Chaser,Kill the Grotesque Guardians in less than 1:40 minutes.,Speed,5,https://oldschool.runescape.wiki/w/Grotesque%20Guardians%20Speed-Chaser,,0
FALSE,FALSE,Grotesque Guardians,... 'til Dawn,Kill the Grotesque Guardians 20 times without leaving the instance.,Stamina,5,https://oldschool.runescape.wiki/w/...%20%27til%20Dawn,,0
FALSE,FALSE,Grotesque Guardians,Grotesque Guardians Speed-Runner,Kill the Grotesque Guardians in less than 1:20 minutes.,Speed,6,https://oldschool.runescape.wiki/w/Grotesque%20Guardians%20Speed-Runner,,0
FALSE,FALSE,Hellhound,A Demon's Best Friend,Kill a Hellhound.,Kill Count,1,https://oldschool.runescape.wiki/w/A%20Demon%27s%20Best%20Friend,,0
FALSE,FALSE,Hespori,Hespori Adept,Kill Hespori 5 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Hespori%20Adept,,0
FALSE,FALSE,Hespori,Hesporisn't,Finish off Hespori with a special attack.,Mechanical,3,https://oldschool.runescape.wiki/w/Hesporisn%27t,,0
FALSE,FALSE,Hespori,Weed Whacker,Kill all of Hesporis flowers within 5 seconds.,Mechanical,3,https://oldschool.runescape.wiki/w/Weed%20Whacker,,0
FALSE,FALSE,Hespori,Plant-Based Diet,Kill Hespori without losing any prayer points.,Restriction,4,https://oldschool.runescape.wiki/w/Plant-Based%20Diet,,0
FALSE,FALSE,Hespori,Hespori Speed-Trialist,Kill the Hespori in less than 48 seconds.,Speed,4,https://oldschool.runescape.wiki/w/Hespori%20Speed-Trialist,,0
FALSE,FALSE,Hespori,Hespori Speed-Chaser,Kill the Hespori in less than 36 seconds.,Speed,5,https://oldschool.runescape.wiki/w/Hespori%20Speed-Chaser,,0
FALSE,FALSE,Hueycoatl,Hueycoatl Champion,Kill the Hueycoatl once.,Kill Count,2,https://oldschool.runescape.wiki/w/Hueycoatl%20Champion,,0
FALSE,FALSE,Hueycoatl,Hueycoatl Adept,Kill the Hueycoatl 10 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Hueycoatl%20Adept,,0
FALSE,FALSE,Hueycoatl,Hueycoatl Veteran,Kill the Hueycoatl 25 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Hueycoatl%20Veteran,,0
FALSE,FALSE,Hueycoatl,Perfect Hueycoatl,"Kill the Hueycoatl perfectly 5 times without leaving. To get a perfect kill, you must not take any avoidable damage from the Hueycoatl's lightning attack, tail slam attack, or off-prayer projectile attacks.",Perfection,4,https://oldschool.runescape.wiki/w/Perfect%20Hueycoatl,,0
FALSE,FALSE,Hueycoatl,Pillar Lover,Kill the Hueycoatl whilst it is vulnerable.,Mechanical,3,https://oldschool.runescape.wiki/w/Pillar%20Lover,,0
FALSE,FALSE,Hueycoatl,Is it a bird?,Kill the Hueycoatl using only Dragonbane weaponry.,Restriction,5,https://oldschool.runescape.wiki/w/Is%20it%20a%20bird%3F,,0
FALSE,FALSE,Hueycoatl,You're a wizard,Kill the Hueycoatl using only earth spells.,Restriction,2,https://oldschool.runescape.wiki/w/You%27re%20a%20wizard,,0
FALSE,FALSE,Hueycoatl,I'm your son,Kill the whilst wearing two pieces of Hueycoatl armour.,Restriction,3,https://oldschool.runescape.wiki/w/I%27m%20your%20son,,0
FALSE,FALSE,Hueycoatl,Hueycoatl Speed-Trialist,Kill the Hueycoatl in 2:30.,Speed,4,https://oldschool.runescape.wiki/w/Hueycoatl%20Speed-Trialist,,0
FALSE,FALSE,Hueycoatl,Hueycoatl Speed-Chaser,Kill the Hueycoatl in 2:30 with five or fewer players.,Speed,5,https://oldschool.runescape.wiki/w/Hueycoatl%20Speed-Chaser,,0
FALSE,FALSE,Hueycoatl,Hueycoatl Speed-Runner,Kill the Hueycoatl in 2:30 with three or fewer players.,Speed,6,https://oldschool.runescape.wiki/w/Hueycoatl%20Speed-Runner,,0
FALSE,FALSE,K'ril Tsutsaroth,Demonic Showdown,Finish off K'ril Tsutsaroth whilst all of his bodyguards are dead.,Mechanical,3,https://oldschool.runescape.wiki/w/Demonic%20Showdown,,0
FALSE,FALSE,K'ril Tsutsaroth,Demonbane Weaponry II,Finish off K'ril Tsutsaroth with a demonbane weapon.,Restriction,3,https://oldschool.runescape.wiki/w/Demonbane%20Weaponry%20II,,0
FALSE,FALSE,K'ril Tsutsaroth,K'ril Tsutsaroth Adept,Kill K'ril Tsutsaroth 50 times.,Kill Count,3,https://oldschool.runescape.wiki/w/K%27ril%20Tsutsaroth%20Adept,,0
FALSE,FALSE,K'ril Tsutsaroth,Yarr No More,Receive kill-credit for K'ril Tsutsaroth without him using his special attack.,Mechanical,3,https://oldschool.runescape.wiki/w/Yarr%20No%20More,,0
FALSE,FALSE,K'ril Tsutsaroth,K'ril Tsutsaroth Veteran,Kill K'ril Tsutsaroth 100 times.,Kill Count,4,https://oldschool.runescape.wiki/w/K%27ril%20Tsutsaroth%20Veteran,,0
FALSE,FALSE,K'ril Tsutsaroth,The Bane of Demons,Defeat K'ril Tsutsaroth in a private instance using only demonbane spells.,Mechanical,4,https://oldschool.runescape.wiki/w/The%20Bane%20of%20Demons,,0
FALSE,FALSE,K'ril Tsutsaroth,Demonic Defence,Kill K'ril Tsutsaroth in a private instance without taking any of his melee hits.,Perfection,4,https://oldschool.runescape.wiki/w/Demonic%20Defence,,0
FALSE,FALSE,K'ril Tsutsaroth,Demon Whisperer,Kill K'ril Tsutsaroth in a private instance without ever being hit by his bodyguards.,Perfection,6,https://oldschool.runescape.wiki/w/Demon%20Whisperer,,0
FALSE,FALSE,K'ril Tsutsaroth,Ash Collector,Kill K'ril Tsutsaroth 20 times in a private instance without leaving the room.,Stamina,6,https://oldschool.runescape.wiki/w/Ash%20Collector,,0
FALSE,FALSE,Kalphite Queen,Kalphite Queen Adept,Kill the Kalphite Queen 25 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Kalphite%20Queen%20Adept,,0
FALSE,FALSE,Kalphite Queen,Chitin Penetrator,Kill the Kalphite Queen while her defence was last lowered by you.,Mechanical,3,https://oldschool.runescape.wiki/w/Chitin%20Penetrator,,0
FALSE,FALSE,Kalphite Queen,Kalphite Queen Veteran,Kill the Kalphite Queen 50 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Kalphite%20Queen%20Veteran,,0
FALSE,FALSE,Kalphite Queen,Insect Deflection,Kill the Kalphite Queen by using the Vengeance spell as the finishing blow.,Mechanical,4,https://oldschool.runescape.wiki/w/Insect%20Deflection,,0
FALSE,FALSE,Kalphite Queen,Prayer Smasher,Kill the Kalphite Queen using only the Verac's Flail as a weapon.,Restriction,4,https://oldschool.runescape.wiki/w/Prayer%20Smasher,,0
FALSE,FALSE,King Black Dragon,King Black Dragon Novice,Kill the King Black Dragon 10 times.,Kill Count,1,https://oldschool.runescape.wiki/w/King%20Black%20Dragon%20Novice,,0
FALSE,FALSE,King Black Dragon,King Black Dragon Champion,Kill the King Black Dragon 25 times.,Kill Count,2,https://oldschool.runescape.wiki/w/King%20Black%20Dragon%20Champion,,0
FALSE,FALSE,King Black Dragon,Claw Clipper,Kill the King Black Dragon with the Protect from Melee prayer activated.,Mechanical,2,https://oldschool.runescape.wiki/w/Claw%20Clipper,,0
FALSE,FALSE,King Black Dragon,Antifire Protection,Kill the King Black Dragon with an antifire potion active and an antidragon shield equipped.,Restriction,2,https://oldschool.runescape.wiki/w/Antifire%20Protection,,0
FALSE,FALSE,King Black Dragon,Hide Penetration,Kill the King Black Dragon with a stab weapon.,Restriction,2,https://oldschool.runescape.wiki/w/Hide%20Penetration,,0
FALSE,FALSE,King Black Dragon,Who Is the King Now?,Kill The King Black Dragon 10 times in a private instance without leaving the instance.,Stamina,3,https://oldschool.runescape.wiki/w/Who%20Is%20the%20King%20Now%3F,,0
FALSE,FALSE,Kraken,Unnecessary Optimization,Kill the Kraken after killing all four tentacles.,Mechanical,3,https://oldschool.runescape.wiki/w/Unnecessary%20Optimization,,0
FALSE,FALSE,Kraken,Krakan't Hurt Me,Kill the Kraken 25 times in a private instance without leaving the room.,Stamina,3,https://oldschool.runescape.wiki/w/Krakan%27t%20Hurt%20Me,,0
FALSE,FALSE,Kraken,Kraken Adept,Kill the Kraken 20 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Kraken%20Adept,,0
FALSE,FALSE,Kraken,Ten-tacles,Kill the Kraken 50 times in a private instance without leaving the room.,Stamina,4,https://oldschool.runescape.wiki/w/Ten-tacles,,0
FALSE,FALSE,Kraken,One Hundred Tentacles,Kill the Kraken 100 times in a private instance without leaving the room.,Stamina,5,https://oldschool.runescape.wiki/w/One%20Hundred%20Tentacles,,0
FALSE,FALSE,Kree'arra,Airborne Showdown,Finish off Kree'arra whilst all of his bodyguards are dead.,Mechanical,3,https://oldschool.runescape.wiki/w/Airborne%20Showdown,,0
FALSE,FALSE,Kree'arra,Kree'arra Adept,Kill Kree'arra 50 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Kree%27arra%20Adept,,0
FALSE,FALSE,Kree'arra,Kree'arra Veteran,Kill Kree'arra 100 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Kree%27arra%20Veteran,,0
FALSE,FALSE,Kree'arra,Swoop No More,Kill Kree'arra in a private instance without taking any melee damage from the boss or his bodyguards.,Perfection,5,https://oldschool.runescape.wiki/w/Swoop%20No%20More,,0
FALSE,FALSE,Kree'arra,Collateral Damage,Kill Kree'arra in a private instance without ever attacking him directly.,Mechanical,5,https://oldschool.runescape.wiki/w/Collateral%20Damage,,0
FALSE,FALSE,Kree'arra,Feather Hunter,Kill Kree'arra 30 times in a private instance without leaving the room.,Stamina,6,https://oldschool.runescape.wiki/w/Feather%20Hunter,,0
